,Disease,symptoms_1,symptoms_2,symptoms_3,symptoms_4
3637,Disease, vomiting, breathlessness, sweating, chest_pain
3638,Disease, fatigue, cramps, bruising, obesity
3639,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3640,Disease, fatigue, mood_swings, weight_loss, restlessness
3641,Disease, vomiting, fatigue, anxiety, sweating
3642,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
3643,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3644,Disease, vomiting, headache, nausea, spinning_movements
3645,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
3646,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3647,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3648,Disease, skin_rash, high_fever, blister, red_sore_around_nose
3649,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3650,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
3651,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
3652,Disease,itching, vomiting, yellowish_skin, nausea
3653,Disease,itching, skin_rash, stomach_pain, burning_micturition
3654,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
3655,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3656,Disease, fatigue, weight_loss, restlessness, lethargy
3657,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
3658,Disease, fatigue, cough, high_fever, breathlessness
3659,Disease, headache, chest_pain, dizziness, loss_of_balance
3660,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
3661,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
3662,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
3663,Disease,itching, vomiting, fatigue, weight_loss
3664,Disease, chills, vomiting, high_fever, sweating
3665,Disease,itching, skin_rash, fatigue, lethargy
3666,Disease, skin_rash, chills, joint_pain, vomiting
3667,Disease, chills, vomiting, fatigue, high_fever
3668,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
3669,Disease,itching, fatigue, lethargy, yellowish_skin
3670,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
3671,Disease, joint_pain, vomiting, fatigue, yellowish_skin
3672,Disease, joint_pain, vomiting, fatigue, high_fever
3673,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3674,Disease, chills, vomiting, fatigue, weight_loss
3675,Disease, continuous_sneezing, chills, fatigue, cough
3676,Disease, chills, fatigue, cough, high_fever
3677,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3678,Disease, vomiting, breathlessness, sweating, chest_pain
3679,Disease, fatigue, cramps, bruising, obesity
3680,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3681,Disease, fatigue, mood_swings, weight_loss, restlessness
3682,Disease, vomiting, fatigue, anxiety, sweating
3683,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
3684,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3685,Disease, vomiting, headache, nausea, spinning_movements
3686,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
3687,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3688,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3689,Disease, skin_rash, high_fever, blister, red_sore_around_nose
3690,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3691,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
3692,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
3693,Disease,itching, vomiting, yellowish_skin, nausea
3694,Disease,itching, skin_rash, stomach_pain, burning_micturition
3695,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
3696,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3697,Disease, fatigue, weight_loss, restlessness, lethargy
3698,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
3699,Disease, fatigue, cough, high_fever, breathlessness
3700,Disease, headache, chest_pain, dizziness, loss_of_balance
3701,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
3702,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
3703,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
3704,Disease,itching, vomiting, fatigue, weight_loss
3705,Disease, chills, vomiting, high_fever, sweating
3706,Disease,itching, skin_rash, fatigue, lethargy
3707,Disease, skin_rash, chills, joint_pain, vomiting
3708,Disease, chills, vomiting, fatigue, high_fever
3709,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
3710,Disease,itching, fatigue, lethargy, yellowish_skin
3711,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
3712,Disease, joint_pain, vomiting, fatigue, yellowish_skin
3713,Disease, joint_pain, vomiting, fatigue, high_fever
3714,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3715,Disease, chills, vomiting, fatigue, weight_loss
3716,Disease, continuous_sneezing, chills, fatigue, cough
3717,Disease, chills, fatigue, cough, high_fever
3718,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3719,Disease, vomiting, breathlessness, sweating, chest_pain
3720,Disease, fatigue, cramps, bruising, obesity
3721,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3722,Disease, fatigue, mood_swings, weight_loss, restlessness
3723,Disease, vomiting, fatigue, anxiety, sweating
3724,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
3725,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3726,Disease, vomiting, headache, nausea, spinning_movements
3727,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
3728,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3729,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3730,Disease, skin_rash, high_fever, blister, red_sore_around_nose
3731,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3732,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
3733,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
3734,Disease,itching, vomiting, yellowish_skin, nausea
3735,Disease,itching, skin_rash, stomach_pain, burning_micturition
3736,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
3737,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3738,Disease, fatigue, weight_loss, restlessness, lethargy
3739,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
3740,Disease, fatigue, cough, high_fever, breathlessness
3741,Disease, headache, chest_pain, dizziness, loss_of_balance
3742,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
3743,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
3744,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
3745,Disease,itching, vomiting, fatigue, weight_loss
3746,Disease, chills, vomiting, high_fever, sweating
3747,Disease,itching, skin_rash, fatigue, lethargy
3748,Disease, skin_rash, chills, joint_pain, vomiting
3749,Disease, chills, vomiting, fatigue, high_fever
3750,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
3751,Disease,itching, fatigue, lethargy, yellowish_skin
3752,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
3753,Disease, joint_pain, vomiting, fatigue, yellowish_skin
3754,Disease, joint_pain, vomiting, fatigue, high_fever
3755,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3756,Disease, chills, vomiting, fatigue, weight_loss
3757,Disease, continuous_sneezing, chills, fatigue, cough
3758,Disease, chills, fatigue, cough, high_fever
3759,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3760,Disease, vomiting, breathlessness, sweating, chest_pain
3761,Disease, fatigue, cramps, bruising, obesity
3762,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3763,Disease, fatigue, mood_swings, weight_loss, restlessness
3764,Disease, vomiting, fatigue, anxiety, sweating
3765,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
3766,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3767,Disease, vomiting, headache, nausea, spinning_movements
3768,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
3769,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3770,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3771,Disease, skin_rash, high_fever, blister, red_sore_around_nose
3772,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3773,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
3774,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
3775,Disease,itching, vomiting, yellowish_skin, nausea
3776,Disease,itching, skin_rash, stomach_pain, burning_micturition
3777,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
3778,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3779,Disease, fatigue, weight_loss, restlessness, lethargy
3780,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
3781,Disease, fatigue, cough, high_fever, breathlessness
3782,Disease, headache, chest_pain, dizziness, loss_of_balance
3783,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
3784,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
3785,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
3786,Disease,itching, vomiting, fatigue, weight_loss
3787,Disease, chills, vomiting, high_fever, sweating
3788,Disease,itching, skin_rash, fatigue, lethargy
3789,Disease, skin_rash, chills, joint_pain, vomiting
3790,Disease, chills, vomiting, fatigue, high_fever
3791,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
3792,Disease,itching, fatigue, lethargy, yellowish_skin
3793,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
3794,Disease, joint_pain, vomiting, fatigue, yellowish_skin
3795,Disease, joint_pain, vomiting, fatigue, high_fever
3796,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3797,Disease, chills, vomiting, fatigue, weight_loss
3798,Disease, continuous_sneezing, chills, fatigue, cough
3799,Disease, chills, fatigue, cough, high_fever
3800,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3801,Disease, vomiting, breathlessness, sweating, chest_pain
3802,Disease, fatigue, cramps, bruising, obesity
3803,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3804,Disease, fatigue, mood_swings, weight_loss, restlessness
3805,Disease, vomiting, fatigue, anxiety, sweating
3806,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
3807,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3808,Disease, vomiting, headache, nausea, spinning_movements
3809,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
3810,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3811,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3812,Disease, skin_rash, high_fever, blister, red_sore_around_nose
3813,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3814,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
3815,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
3816,Disease,itching, vomiting, yellowish_skin, nausea
3817,Disease,itching, skin_rash, stomach_pain, burning_micturition
3818,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
3819,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3820,Disease, fatigue, weight_loss, restlessness, lethargy
3821,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
3822,Disease, fatigue, cough, high_fever, breathlessness
3823,Disease, headache, chest_pain, dizziness, loss_of_balance
3824,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
3825,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
3826,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
3827,Disease,itching, vomiting, fatigue, weight_loss
3828,Disease, chills, vomiting, high_fever, sweating
3829,Disease,itching, skin_rash, fatigue, lethargy
3830,Disease, skin_rash, chills, joint_pain, vomiting
3831,Disease, chills, vomiting, fatigue, high_fever
3832,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
3833,Disease,itching, fatigue, lethargy, yellowish_skin
3834,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
3835,Disease, joint_pain, vomiting, fatigue, yellowish_skin
3836,Disease, joint_pain, vomiting, fatigue, high_fever
3837,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3838,Disease, chills, vomiting, fatigue, weight_loss
3839,Disease, continuous_sneezing, chills, fatigue, cough
3840,Disease, chills, fatigue, cough, high_fever
3841,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3842,Disease, vomiting, breathlessness, sweating, chest_pain
3843,Disease, fatigue, cramps, bruising, obesity
3844,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3845,Disease, fatigue, mood_swings, weight_loss, restlessness
3846,Disease, vomiting, fatigue, anxiety, sweating
3847,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
3848,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3849,Disease, vomiting, headache, nausea, spinning_movements
3850,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
3851,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3852,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3853,Disease, skin_rash, high_fever, blister, red_sore_around_nose
3854,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3855,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
3856,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
3857,Disease,itching, vomiting, yellowish_skin, nausea
3858,Disease,itching, skin_rash, stomach_pain, burning_micturition
3859,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
3860,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3861,Disease, fatigue, weight_loss, restlessness, lethargy
3862,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
3863,Disease, fatigue, cough, high_fever, breathlessness
3864,Disease, headache, chest_pain, dizziness, loss_of_balance
3865,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
3866,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
3867,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
3868,Disease,itching, vomiting, fatigue, weight_loss
3869,Disease, chills, vomiting, high_fever, sweating
3870,Disease,itching, skin_rash, fatigue, lethargy
3871,Disease, skin_rash, chills, joint_pain, vomiting
3872,Disease, chills, vomiting, fatigue, high_fever
3873,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
3874,Disease,itching, fatigue, lethargy, yellowish_skin
3875,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
3876,Disease, joint_pain, vomiting, fatigue, yellowish_skin
3877,Disease, joint_pain, vomiting, fatigue, high_fever
3878,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3879,Disease, chills, vomiting, fatigue, weight_loss
3880,Disease, continuous_sneezing, chills, fatigue, cough
3881,Disease, chills, fatigue, cough, high_fever
3882,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3883,Disease, vomiting, breathlessness, sweating, chest_pain
3884,Disease, fatigue, cramps, bruising, obesity
3885,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3886,Disease, fatigue, mood_swings, weight_loss, restlessness
3887,Disease, vomiting, fatigue, anxiety, sweating
3888,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
3889,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3890,Disease, vomiting, headache, nausea, spinning_movements
3891,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
3892,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3893,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3894,Disease, skin_rash, high_fever, blister, red_sore_around_nose
3895,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3896,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
3897,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
3898,Disease,itching, vomiting, yellowish_skin, nausea
3899,Disease,itching, skin_rash, stomach_pain, burning_micturition
3900,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
3901,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3902,Disease, fatigue, weight_loss, restlessness, lethargy
3903,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
3904,Disease, fatigue, cough, high_fever, breathlessness
3905,Disease, headache, chest_pain, dizziness, loss_of_balance
3906,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
3907,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
3908,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
3909,Disease,itching, vomiting, fatigue, weight_loss
3910,Disease, chills, vomiting, high_fever, sweating
3911,Disease,itching, skin_rash, fatigue, lethargy
3912,Disease, skin_rash, chills, joint_pain, vomiting
3913,Disease, chills, vomiting, fatigue, high_fever
3914,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
3915,Disease,itching, fatigue, lethargy, yellowish_skin
3916,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
3917,Disease, joint_pain, vomiting, fatigue, yellowish_skin
3918,Disease, joint_pain, vomiting, fatigue, high_fever
3919,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3920,Disease, chills, vomiting, fatigue, weight_loss
3921,Disease, continuous_sneezing, chills, fatigue, cough
3922,Disease, chills, fatigue, cough, high_fever
3923,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3924,Disease, vomiting, breathlessness, sweating, chest_pain
3925,Disease, fatigue, cramps, bruising, obesity
3926,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3927,Disease, fatigue, mood_swings, weight_loss, restlessness
3928,Disease, vomiting, fatigue, anxiety, sweating
3929,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
3930,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3931,Disease, vomiting, headache, nausea, spinning_movements
3932,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
3933,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3934,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3935,Disease, skin_rash, high_fever, blister, red_sore_around_nose
3936,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3937,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
3938,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
3939,Disease,itching, vomiting, yellowish_skin, nausea
3940,Disease,itching, skin_rash, stomach_pain, burning_micturition
3941,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
3942,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3943,Disease, fatigue, weight_loss, restlessness, lethargy
3944,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
3945,Disease, fatigue, cough, high_fever, breathlessness
3946,Disease, headache, chest_pain, dizziness, loss_of_balance
3947,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
3948,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
3949,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
3950,Disease,itching, vomiting, fatigue, weight_loss
3951,Disease, chills, vomiting, high_fever, sweating
3952,Disease,itching, skin_rash, fatigue, lethargy
3953,Disease, skin_rash, chills, joint_pain, vomiting
3954,Disease, chills, vomiting, fatigue, high_fever
3955,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
3956,Disease,itching, fatigue, lethargy, yellowish_skin
3957,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
3958,Disease, joint_pain, vomiting, fatigue, yellowish_skin
3959,Disease, joint_pain, vomiting, fatigue, high_fever
3960,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3961,Disease, chills, vomiting, fatigue, weight_loss
3962,Disease, continuous_sneezing, chills, fatigue, cough
3963,Disease, chills, fatigue, cough, high_fever
3964,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3965,Disease, vomiting, breathlessness, sweating, chest_pain
3966,Disease, fatigue, cramps, bruising, obesity
3967,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3968,Disease, fatigue, mood_swings, weight_loss, restlessness
3969,Disease, vomiting, fatigue, anxiety, sweating
3970,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
3971,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3972,Disease, vomiting, headache, nausea, spinning_movements
3973,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
3974,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3975,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3976,Disease, skin_rash, high_fever, blister, red_sore_around_nose
3977,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3978,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
3979,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
3980,Disease,itching, vomiting, yellowish_skin, nausea
3981,Disease,itching, skin_rash, stomach_pain, burning_micturition
3982,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
3983,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3984,Disease, fatigue, weight_loss, restlessness, lethargy
3985,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
3986,Disease, fatigue, cough, high_fever, breathlessness
3987,Disease, headache, chest_pain, dizziness, loss_of_balance
3988,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
3989,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
3990,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
3991,Disease,itching, vomiting, fatigue, weight_loss
3992,Disease, chills, vomiting, high_fever, sweating
3993,Disease,itching, skin_rash, fatigue, lethargy
3994,Disease, skin_rash, chills, joint_pain, vomiting
3995,Disease, chills, vomiting, fatigue, high_fever
3996,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
3997,Disease,itching, fatigue, lethargy, yellowish_skin
3998,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
3999,Disease, joint_pain, vomiting, fatigue, yellowish_skin
4000,Disease, joint_pain, vomiting, fatigue, high_fever
4001,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4002,Disease, chills, vomiting, fatigue, weight_loss
4003,Disease, continuous_sneezing, chills, fatigue, cough
4004,Disease, chills, fatigue, cough, high_fever
4005,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4006,Disease, vomiting, breathlessness, sweating, chest_pain
4007,Disease, fatigue, cramps, bruising, obesity
4008,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4009,Disease, fatigue, mood_swings, weight_loss, restlessness
4010,Disease, vomiting, fatigue, anxiety, sweating
4011,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
4012,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4013,Disease, vomiting, headache, nausea, spinning_movements
4014,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
4015,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4016,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4017,Disease, skin_rash, high_fever, blister, red_sore_around_nose
4018,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4019,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
4020,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
4021,Disease,itching, vomiting, yellowish_skin, nausea
4022,Disease,itching, skin_rash, stomach_pain, burning_micturition
4023,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
4024,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4025,Disease, fatigue, weight_loss, restlessness, lethargy
4026,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
4027,Disease, fatigue, cough, high_fever, breathlessness
4028,Disease, headache, chest_pain, dizziness, loss_of_balance
4029,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
4030,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
4031,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
4032,Disease,itching, vomiting, fatigue, weight_loss
4033,Disease, chills, vomiting, high_fever, sweating
4034,Disease,itching, skin_rash, fatigue, lethargy
4035,Disease, skin_rash, chills, joint_pain, vomiting
4036,Disease, chills, vomiting, fatigue, high_fever
4037,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
4038,Disease,itching, fatigue, lethargy, yellowish_skin
4039,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
4040,Disease, joint_pain, vomiting, fatigue, yellowish_skin
4041,Disease, joint_pain, vomiting, fatigue, high_fever
4042,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4043,Disease, chills, vomiting, fatigue, weight_loss
4044,Disease, continuous_sneezing, chills, fatigue, cough
4045,Disease, chills, fatigue, cough, high_fever
4046,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4047,Disease, vomiting, breathlessness, sweating, chest_pain
4048,Disease, fatigue, cramps, bruising, obesity
4049,Disease, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4050,Disease, fatigue, mood_swings, weight_loss, restlessness
4051,Disease, vomiting, fatigue, anxiety, sweating
4052,Disease, joint_pain, neck_pain, knee_pain, hip_joint_pain
4053,Disease, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4054,Disease, vomiting, headache, nausea, spinning_movements
4055,Disease, skin_rash, pus_filled_pimples, blackheads, scurring
4056,Disease, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4057,Disease, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4058,Disease, skin_rash, high_fever, blister, red_sore_around_nose
4059,Disease,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4060,Disease, continuous_sneezing, shivering, chills, watering_from_eyes
4061,Disease, stomach_pain, acidity, ulcers_on_tongue, vomiting
4062,Disease,itching, vomiting, yellowish_skin, nausea
4063,Disease,itching, skin_rash, stomach_pain, burning_micturition
4064,Disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
4065,Disease, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4066,Disease, fatigue, weight_loss, restlessness, lethargy
4067,Disease, vomiting, sunken_eyes, dehydration, diarrhoea
4068,Disease, fatigue, cough, high_fever, breathlessness
4069,Disease, headache, chest_pain, dizziness, loss_of_balance
4070,Disease, acidity, indigestion, headache, blurred_and_distorted_vision
4071,Disease, back_pain, weakness_in_limbs, neck_pain, dizziness
4072,Disease, vomiting, headache, weakness_of_one_body_side, altered_sensorium
4073,Disease,itching, vomiting, fatigue, weight_loss
4074,Disease, chills, vomiting, high_fever, sweating
4075,Disease,itching, skin_rash, fatigue, lethargy
4076,Disease, skin_rash, chills, joint_pain, vomiting
4077,Disease, chills, vomiting, fatigue, high_fever
4078,Disease, joint_pain, vomiting, yellowish_skin, dark_urine
4079,Disease,itching, fatigue, lethargy, yellowish_skin
4080,Disease, fatigue, yellowish_skin, nausea, loss_of_appetite
4081,Disease, joint_pain, vomiting, fatigue, yellowish_skin
4082,Disease, joint_pain, vomiting, fatigue, high_fever
4083,Disease, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4084,Disease, chills, vomiting, fatigue, weight_loss
4085,Disease, continuous_sneezing, chills, fatigue, cough
4086,Disease, chills, fatigue, cough, high_fever
4087,Disease, constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4088,Disease, vomiting, breathlessness, sweating, chest_pain
4089,Disease, fatigue, cramps, bruising, obesity
